,A_CH_rim,A_alpha_rim,Vol,E_rim,Action
0,116.30116647523857,3.6408963671874517,2.0916985064246574,0.13669139512161496,initial state
1,171.87114511358484,21.94101969365647,2.91146264540269,0.2291372072617518,F
2,154.914655140886,15.988478980091259,3.017257914686012,0.19632161136476928,F
3,176.749400720553,33.658043035416085,3.330728170765104,0.2319032979725832,F
4,173.453316910183,16.577047796317856,3.0570225158437463,0.19293569722318496,F
5,176.45987417182582,26.928027674841815,3.2298991256567526,0.23707130431168194,F
6,159.0174163175099,24.806712681311183,3.0233870124297733,0.20774677818354936,F
7,150.34196855481215,12.60011363939384,2.9349709134500244,0.21790113736040953,F
8,189.10433292944637,18.20269745536507,3.226740323027214,0.2560377249874217,F
9,185.31472525467083,22.399129283883212,3.393576979759282,0.27248586516024464,F
10,143.33602565074017,24.883098249688373,2.917911429623854,0.23163849206743067,F
