,A_CH_rim,A_alpha_rim,Vol,E_rim,Action
0,101.77759887909608,13.472170363968416,2.042387374752183,0.15387958353571576,initial state
1,207.7905721981216,61.92588983793712,3.3481869101515302,0.3545456869293006,F
2,206.18706350433044,116.08868715541121,3.301587491450514,0.3416959317779533,F
3,198.29463626081196,38.85397429826298,3.7552607337727486,0.33452735498260633,F
4,198.3018118437479,44.64848110927733,3.395887339633692,0.31104822367936086,F
5,200.85117194867084,44.55894666648419,3.483385221993482,0.32822303941543046,F
6,199.83442191147552,51.581322699689736,3.5450352768851476,0.3469585248581383,F
7,199.7419372875693,95.25223650769021,3.8221899384176887,0.33573530198551416,F
8,200.86098845865754,95.47405205438508,3.7925110570735807,0.3336384127314998,F
9,198.52574150377137,54.13437815121824,3.621308455188454,0.34559568660074674,F
10,201.4056449053213,96.20220684837477,3.6749011687038484,0.33545987499746144,F
