,A_CH_rim,A_alpha_rim,Vol,E_rim,Action
0,150.69789149890778,30.082284153252203,0.42370311757466506,0.16024382124941655,initial state
1,238.53591053892845,104.47922651763974,0.9454000722740197,0.2830021342647769,F
2,245.7542946126531,115.85801211481339,0.9914252490556953,0.29383979338161786,F
3,242.24491487075295,106.85181813926192,0.9491728390851554,0.26210939048321114,F
4,249.19069674865617,118.05362761748484,0.9917664046084759,0.27777232177682626,F
5,233.11489162409757,122.11218797858692,0.9888463035503123,0.2643802451001118,F
6,231.1303906446934,124.36293239460383,0.97965958938102,0.273758487266711,F
7,231.10943938007722,122.18802018907127,0.9855849009515829,0.26629811865733066,F
8,252.38647091072164,118.68882259676639,1.0300425109811446,0.27039616973559366,F
9,211.36741594659728,116.00397128177065,0.9036941507123792,0.26204383461136527,F
10,247.42022476886015,120.27414556627036,1.0287232776341912,0.2718388981677486,F
