,A_CH_rim,A_alpha_rim,Vol,E_rim,Action
0,200.48113419250106,29.771862398888516,0.6530499218680411,0.11974400507680241,initial state
1,349.41020332354395,190.03887320167223,2.0785777241645174,0.42936173963793334,F
2,339.45619904187606,286.7248001831513,6.590077398839976,0.2251234790438518,F
3,453.4940375137353,398.5663368098358,17.754433901951213,0.2928756190818624,F
4,481.98318004210756,415.8936677711722,19.20417723880156,0.4099788385707799,DI
5,471.76911455267117,430.4705508232587,18.255675708216167,0.41098919604003054,DI
6,465.9371696735088,428.3188942446259,17.924765007863147,0.4275639972053748,DI
7,468.4156541671312,428.7201593297141,17.998145215060397,0.4857595813591512,DI
8,449.30234230804433,416.1885968704837,17.63586128444025,0.48661399979524056,DI
9,451.0556420279954,416.5785563978375,17.164471435746517,0.5351934263300956,DI
10,438.2800405878129,399.3242610286529,17.589784984455502,0.5317024648782576,DI
11,421.25600475600294,384.5176927293892,16.505714517524787,0.5134220182058963,DI
12,422.96544566681933,382.86357000998805,15.6838487727789,0.501016799717814,DI
13,392.1375410084237,351.37050442472173,11.624501681602522,0.4852757305401664,DI
14,418.7799067452158,377.94099889111976,15.133074504755543,0.493432220672795,DD
