,A_CH_rim,A_alpha_rim,Vol,E_rim,Action
0,39.43156541595332,2.667325209131377,1.1245103165176367,0.05053794870473262,initial state
1,146.8157578312915,60.9944166654941,2.666373378876276,0.22815118787487607,F
2,57.4485256379377,10.228939281091698,1.7015032703177682,0.0813635929581365,F
3,56.388999125544736,9.634032853398367,1.5370660645900212,0.0873087615854924,F
4,47.86327814514305,6.481564250009342,1.5138111778387908,0.08937928996453638,F
5,62.97286832619789,14.495455974667948,1.5616001809752218,0.11418993768933476,F
6,109.82658535681308,36.75649589411023,2.2241751604063467,0.24065573076973343,F
7,62.64938917723826,12.196730452274096,1.64589481138788,0.08979208239741937,F
8,63.43855192568518,16.43912426715133,1.654276252250588,0.08931098191652942,F
9,70.93519393976054,17.623627807950015,1.7150129123962632,0.10230569320655993,F
10,100.13492441544246,24.351011373653364,2.0720452484620537,0.21590910047850118,F
